page	section	subsection	title	inscription	comments	
137	乐器铭文	钟	嘉至摇钟	建平二年，供工^恽造,啬夫合、守令史循、橡弍主,左丞辅、守令丰省。嘉至摇钟，甲堵，中羽。（《汉金》卷三）	徐按：以上二器铭中“守令丰省”之、守”字，容氏均误释为“市”，且与“辅”连 读。整理者案：本篇亦见《金文续编》。西汉哀帝建平二年为前5年，此器年代为 西汉。	
137	乐器铭文	钟	居摄钟	居摄元年，考工口口镨，守啬夫口、守令史获、掾褒，主守左丞口、令口省。 (《汉金》卷三）	整理者案：本篇又见《金文续编》、陈直《两汉经济史料论丛》29。陈直录文 “获”作“護（护V’。居摄为西汉孺子婴之年号（居摄元年为6年入故此器为西 汉物。	
137	乐器铭文	钟	居摄六年钟（补）	居摄六年，考工口口缮，口啬夫歆、守令史获、掾襄主，守左丞口、令音省。 （《贞松堂集古遗文》卷十五）	整理者案：居摄六年为11年，此器年代为西汉。	
137	乐器铭文	钟	孔文父钟（补）	建安三年，孔文父作。	整理者案：据《积古斋钟鼎弈器款识》卷九补。《积古斋》曰：“江郑堂云：‘建 安三年，后汉献帝即位之十年。孔文父，无可考。’是器形制与考工凫氏大略相同， 当时之小钟也。钟有篆有枚，枚三十六。律数始于六，终于六六三十六，天地自然 之数也。黄钟旋宫得备此数。”又东汉献帝建安三年为198年。	
137	乐器铭文	钟	角钟（补）	孝武西园安世摇钟己中角。	整理者案：据《西清古鉴》卷三十六补。《金索》卷一本篇题作“汉安世摇钟”。 《金索》原注:“按《汉书》，房中祠乐，高祖唐山夫人所作。孝惠二年，使乐府令夏 侯宽脩其箫管，更名曰安世乐。此铭曰‘安世’，是已前称。‘孝武西园，，则茂陵 也。‘己’者，编列次第之号。‘中角’者，意是钟之律于五音盖中角。前云‘摇 钟’，意与抟击者异，然不可考。”又邃古斋藏本《金索》未录本篇。	
137	乐器铭文	钟	黄十钟 	黄十。（《汉金》卷三）	整理者案:本篇乂见《金文续编》。	
138	乐器铭文	钟	角钟（补）	角。	整理者案：据《历代著录吉金目》页丨4下栏补3	
138	乐器铭文	钲	平周钲（补）	平周金铜钲，重六斤八两。平定五年授閬阴。	整理者案：据《历代钟鼎弈器款识》卷十九补。薛尚功曰：“按《古器物铭》云： 右铜钲云‘平周金铜钲，重六斤八两'，皆文云‘平定五年授園阴’，士大夫颇疑 前代纪年无有‘平定’者。余尝考之，盖非年号也。按《汉书、地里志》，平周、平 定、圜阴，三县名，皆属西河郡。圜阴，汉惠帝五年置。盖此钲先藏平周，后归圜 阴，复以授平定，故再刻铭耳。所谓‘五年’者，当是景帝以前，未有年号也。”据此， 则此器为西汉景帝以前物。	
138	乐器铭文	钲	新候骑钲	候骑钲，重九斤五两。新始建国地皇上戊二年，右工^诲造,啬夫放、掾口、守 左丞况、令嘉、掌共工大夫弘省。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》无“重九斤五 两”五字。又新莽始建国地皇上戌二年为21年。	
138	乐器铭文	钲	新莽候钲（补）	候钲，重五十来斤。新始建国地皇上戊二年，右工^晦造，啬夫放、守史、凡 橡、大守左丞守令嘉、掌共工大夫口口省	整理者案：据《隶续》卷二（页301）补。又新莽地皇上戊二年为2丨年。	
138	乐器铭文	钲	新莽候骑钲（补）	候骑钲，重六斤五两。新始建国地皇六年一月造。	整理者案：据《贞松堂集古遗文》卷十五补。本篇又见陈直《两汉经济史料论 丛》？ 12 9，陈直案云：“王莽地皇无六年，疑‘元’字误剔。”陈说未必是，殆造器者沿 用新莽年号所致耳。铭文所谓“始建国地皇六年”为26年，乃东汉光武帝建武 二年。	
139	乐器铭文	铎	官铎	官铎，重二斤。第廿九。渔。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》自《小校》卷 13？42录文，“二斤”作“三斤”。	
139	乐器铭文	铎	牛铎（补）	宜牛羊，大富昌。	整理者案：据《历代著录吉金目》页1168下栏补。	
139	乐器铭文	铎	汉铎（补）	宜牛。（面文）	整理者案：据《金索》卷三补。原注：“背无文。”	
139	乐器铭文	铎	汉铎（补）	宜田园。（面文）宜子孙。（背文）	整理者案：据《金索》卷三补。	
139	乐器铭文	铎	汉铎（补）	宜牛羊，宜子孙。（面文）	整理者案：据《金索》卷三补。原注：“背无文。”	
139	乐器铭文	铎	汉铎（补）	大富贵，宜子孙。（一面)大利宜子。（一面）	整理者案：据《金索》卷三补。《历代著录吉金目》页48下栏题作“大富贵 铎”。《金索》曰：“富贵二字相连，以富之末为贵之首，借用亦是洧文，汉人每用此 法。字在会意而已。”	
139	乐器铭文	铎	大吉利宜牛犊铎（补）	大吉利，宜牛犊，造作臣书。	整理者案：据《历代著录吉金目》页1169上栏补。	
139	乐器铭文	铎	檐铎（补）	大富贵，宜千，宜吉祥。	整理者案：据《历代著录吉金目》页1169上栏补。	
140	乐器铭文	铎	大吉利田字铎（补）	大吉利。田。	整理者案：据《陶斋吉金录》卷七补。亦见《历代著录吉金目》页47下栏。	
140	乐器铭文	铎	宜子孙铎（补）	宜子孙。（一面)大吉利。（一面）	整理者案：据《山左金石志》卷二补。《金索》卷三篇题作“汉铎”。《山左金石 志》曰：“右铎高三寸，口围六寸，铭六字，隶书，一面曰‘宜子孙’，一面曰‘大吉 利’。黄司马（易）得之于济宁，名以为铎。按古人以木铎振文教，以金铎奋武卫。 《礼记》‘夹振之’注谓：‘夹，舞者振铎以为节。’《南史，齐郁林王传》：‘入阁秦胡 伎，鞞铎之声，响震内外。’是铎又为雅部、夷部通用之乐器《周书》：长孙紹远命 太常造乐器，惟黄钟不调，因退朝，经韩使君佛寺，浮屠三层之上有鸣铎焉:.雅合 宫调。是铎又为佛寺之饰。而此铎铭曰‘宜子孙，大吉利’，似非发号令、饬军旅、 饰佛寺所宜言。而其器不过三寸，又何足振之以为节，且响彻于内外乎？盖古人 殿阁往往设铃，如梁简文帝诗‘垂铃鸣书轩’，韩昌黎诗‘趋跄阁前铃’。愚以为此 特殿阁所饰之铃耳。然钤、铎二器可通呼，故《说文》解‘铎’字曰‘大铃也’。故名 之为铎亦可。”	
140	乐器铭文	錞于	十六錞于	十六。（阳文八《汉金》卷三）	整理者案：本篇亦见《金文续编》、王卉《汉代铜器铭文汇总》。王卉所录“諄 于”皆作“淳于”，下并同。	
140	乐器铭文	錞于	十八錞于	十八。（阳文《汉金》卷三）		
140	乐器铭文	錞于	廿四錞于	廿四。（阳文^《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
140	乐器铭文	錞于	三己錞于	口三己。（阳文八《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
141	乐器铭文	錞于	货泉錞于 	口口宜年。（阳文八《文物》1960.3）	整理者案：王卉《汉代铜器铭文汇总》未收本篇。	
141	乐器铭文	錞于	四錞于（补）	四。	整理者案：据《历代著录吉金目》页44上栏补。 	
141	乐器铭文	錞于	五錞于（补）	五。	整理者案：据《历代著录吉金目》页43下栏补。	
141	乐器铭文	錞于	十三錞于（补）	十三。	整理者案：据《历代著录吉金目》页44上栏补。	
141	乐器铭文	錞于	廿三錞于（补）	廿三。	整理者案：据《历代著录吉金目》页44下栏补5	
141	乐器铭文	錞于	廿六鐘于（补）	廿六。	整理者案：据《历代著录吉金目》页45上栏补。	
141	乐器铭文	錞于	廿七錞于（补）	廿七。	整理者案：据《历代著录吉金目》页45上栏补3	
141	乐器铭文	錞于	廿九錞于（补）	廿九。	整理者案：据《历代著录吉金目》页45上栏补。	
141	乐器铭文	錞于	卅錞于（补）	卅。	整理者案：据《历代著录吉金目》页44上栏补。	
141	乐器铭文	錞于	乂家錞于（补）	乂家。	整理者案：据《历代著录吉金目》页44上栏补。	
142	乐器铭文	錞于	甲己銲于（补）	甲己。	整理者案:据《历代著录吉金目》页45上栏补。	
142	乐器铭文	句鑃	文帝九年句鑃（一）	文帝九年，乐府工造。第一。(《西汉南越王墓》？43；896—1）	整理者案：王卉《汉代铜器铭文汇总》无“第一”二字。又本篇及下二至八篇 又见《全集，秦汉》说明页55—56,俱为西汉中期物。说明曰：“文帝当指第二代 南越王，‘文帝九年’即西汉武帝元光六年（前一二九年）。”	
142	乐器铭文	句鑃	文帝九年句鑃（二至八）	X	徐按：除器物编号为第二^第八外，其余铭文相同。原报告编号为896— 2—896—8。整理者案：《中国书法全集》第九册页42图21所收为此类器中之第 六件，但题作“文帝九年铙”。而“耀”（为农具、叉子）与“铙”〖乐器，似铃）为二 物，未知孰从。据《中国书法全集》第九册页185图版考释21，此器作于西汉元光 六年（前129），1983年出土于广州象冈山南越王墓，藏南越王墓博物馆，乃青铜乐器。《中国书法全集》曰：“由于墓主人身上发现一枚‘文帝行玺’印，证明死者即 《史记》《汉书，南越传》所栽僭称‘文帝’的第二代南越王。于西汉武帝建元四年(前一三七）继位。‘文帝九年，即元光六年（前一二九）。”又曰：“‘乐府’，《汉 书，百官公卿表》有栽，秦少府属官。掌音乐之官署。‘西汉绥和二年（前八）哀 帝省乐府’。”	
142	乐器铭文	句鑃	长平鑃（补）	长平。	整理者案：据《从古堂款识学》卷十一补。又见《历代著录吉金目》页967上 栏，题作“长平句兵”，原注：“按此器《从古堂》作耀，参‘长平耀’。”	
143	乐器铭文	句兵	都尉句兵（补）	都尉师。	整理者案：据《历代著录吉金目》页968上栏补。陈直《两汉经济史料论丛》 ？145题作“都尉师勾兵”。	
143	乐器铭文	句兵	骠骑将军古兵（补）	骠骑将军。	整理者案：据《历代著录吉金目》页968上栏补。篇题“古兵”疑是“句兵” 之讹。	
143	乐器铭文	鼓	建武铜鼓（补）	建武十八年。伏波造。	整理者案：据《陶斋吉金录》卷七补。亦见《历代著录吉金目》页56下栏。又 建武为东汉光武帝年号（建武十八年为42年），此为东汉物。百廿斤鼓 百廿斤。（《文物》丨978.9;^1:10)	整理者案：本篇又见《全集，秦汉》说明页55,为西汉早期物。
143	乐器铭文	鼓	五铢钱纹鼓（补）	五铢。	整理者案：据《全集，秦汉》图一七0补。《全集.秦汉》说明页55为西汉晚 期物。	
144	乐器铭文	锣	铜锣（补）	布。（《广西贵县罗泊湾汉墓》	整理者案：篇题据原文献拟。	
144	乐器铭文	通	陶陵通款（补）	垫厓供陶陵通具，重四斤口两。铸工李常。	整理者案：据《八琼室金石补正》卷二补。《八琼室金石补正》曰：“《隋书，音 乐志》言梁武帝制定礼乐，又立四器，名之为通通受声广九寸，宣声长九尺，临岳 高一寸二分。每通皆施三弦，一曰元英通，二曰青阳通，三曰朱明通，四曰白藏通。 因以通声转推月气，悉无差违，而还相得中。据此知通乃乐器也。”又曰：“陶陵，定 陶共王之陵也，与《陶陵鼎铭》同。封定陶共王为共皇帝改置陵寝事，在哀帝二年。 此器当造于是时。”	
145	兵器铭文	鐖	刘金弩鐖	十五年八月卅日，督刘钧将刘金。（前体下面）队（燧）王善佐向小所作。（后 体下面“《考古与文物》1980. 〇	"整理者案：王卉《汉代铜器铭文汇总》无“前体下面”、“后体下面”字样。铭文 但云“十五年""，则此或为西汉武帝建元前物。"	
145	兵器铭文	鐖	刘钧弩机（补）	十五年六月卅日，督刘钧。	整理者案：据《历代著录吉金目》页1041上栏补。铭文但云“十五年”，则此或 为西汉武帝建元前物。	
145	兵器铭文	鐖	书言府弩机（补）	建元二年八月六日，书言府石鐖郎,工陈尚、令穆、丞牧、口诗、史广主。	整理者案：据《历代著录吉金目》页]044上栏补。建元为西汉武帝年号（建元 二年为前139年），故此器为西汉物。	
145	兵器铭文	鐖	元康弩鐖（补）	元康元年考工工贤作六石璣，主令、长平、丞义、右尚方乘。廿三。（郭左）阴。(耳）	整理者案：据《金索》卷二补。建元为西汉宣帝年号（建元二年为前65年），故 此器为西汉物。	
146	兵器铭文	鐖	建始弩机（补）	建始三年六月，尚方所作。	整理者案：据《历代著录吉金目》页1041上栏补。原题注：“铭文可辨者十 字。”又建始为西汉成帝年号（建始三年为前30年），故此器为西汉物。	
146	兵器铭文	鐖	建平弩机（补）	建平元年四月，口口口口口百师张柔。	整理者案：据《历代著录吉金目》页1041下栏补。又建平为西汉哀帝年号（建 始元年为前6年），故此器为西汉物。	
146	兵器铭文	鐖	建武卅二年弩鐖	建武卅二年二月，虎贲官治十涑铜鐖，百一十枚。工李严造。部郎 西、肜朱、掾主，右史侍郎刘伯录。（《考古学报》1964.2）	整理者案：《中国书法全集》第九册页50图37“濡”、“錦”、“内”三字皆可辨 认。《秦汉金文汇编》上编“二月”误作“一月”，“掾主”之“掾”作阙文号。王卉 《汉代铜器铭文汇总》“治十涑铜濡銲譏”误作“制十兰涑铜錦机”。据《中国书法 全集》第九册页丨90图版说明37,此器1959年出土于河北定县北庄汉墓。《中国 书法全集》曰：“ ‘虎贲’，官名。《汉书.百官公卿表》：‘期门掌执兵送从，武帝建 元三年初置，比郎，无员，多至千人，有仆射，秩比千石。平帝元始元年官名虎贲 郎。’”又建武为东汉光武帝年号，铭文所谓“建武卅二年”，实乃建武中元元年（56 年）。	
146	兵器铭文	鐖	永平元年鐖（补）	永平元年二月二日，中尚方造。第二十四。	整理者案：据《历代著录吉金目》页1042上栏补。又永平为东汉明帝年号（永 平元年为58年），此为东汉物。	
146	兵器铭文	鐖	永平十八年鐖	汝南郡，八石弩鐖郭。永平十八年，工李仲造，护工史彪，平兴守令召坚，左尉 口，丞召羽主。（《汉金》卷六）	整理者案：王卉《汉代铜器铭文汇总》“平兴”误作“平舆”，《中国书法全集》第 九册页50图38可辨为“平兴”二字。又见《小校》卷丨4？16，“坚”作“监”，“尉”作 “慰”，“主”作“呈”。此器出土地未详。《中国书法全集》第九册页190—19丨图版 说明38曰：“‘汝南郡’属豫州。故称在今河南平兴北二十公里处。‘护工史彪’， 中脱一‘卒’字，东汉称‘护工卒史’，一般不称‘护工’。‘护工’之称多为西汉中期前段。‘平兴’，县名，隶属汝南郡。”又东汉明帝永平十八年为75年。	
147	兵器铭文	鐖	建初元年鐖	建初元年，工杨吴造。四涑，八石。丁廿六。（《汉金》卷六）	整理者案：本篇亦见《金文续编》《秦汉金文汇编》上编。《秦汉金文汇编》无 “丁廿六”三字。又建初为东汉章帝年号（建初元年为76年），此为东汉物。	
147	兵器铭文	鐖	建初五年鐖	建初五年，考工所造八石鐖郭，工张口初作，祭酒史、@110监掾福、令延、丞 京、掾口、史口主。（《汉金》卷六）	整理者案：东汉章帝建初五年为80年，器物年代为东汉。	
147	兵器铭文	鐖	弩机（补）	章和元年八月朔日，中尚口造所口，紫閒口一臂，师衡。	整理者案：据《历代著录吉金目》页1043上栏补。又章和为东汉章帝年号（章 和元年为87年），故此器为东汉物。	
147	兵器铭文	鐖	永元元年考工弩鐖（补）	永元元年，考工所造四石鐖郭。工袁口作，造口口，大仆护工掾口、口共、匠 霸、掾珍、口口主。	整理者案：据《贞松堂集古遗文》卷十六补。又永元为东汉和帝年号（永元元 年为89年），此为东汉物。	
147	兵器铭文	鐖	永元五年弩鐖	永元五年，考工所造六石鐖郭。工锼伯作,造工苏，大仆护工掾岷、^恭、丞 霸、橡闰、史成主。（郭右侧）乙五十四。（郭左侧八《考古与文物》1986.4）	整理者案：王卉《汉代铜器铭文汇总》“伯作”误作“伯造”。秦凤鹤《甘肃出土 先秦两汉青铜器铭文整理与研究》？159所录，“掾岷”作“椽掸”。又据秦凤鹤所录 补“郭右侧乙五十四郭左侧”数字。又东汉和帝永元五年为93年，器物时代为 东汉。	
147	兵器铭文	鐖	永元六年鐖（一）	永元六年，考工所造四石璣郭，工袁口作，造工王小，大仆护工掾口、令共、丞 霸、橡珍、史咸主。（《汉金》卷六）	整理者案：东汉和帝永元六年为94年，器物年代为东汉。	
147	兵器铭文	鐖	永元六年鐖（二）	永元六年，考工所造六石璣郭，工张吴作，造工王小，大仆护工掾口、0恭、丞霸、掾珍、史咸主。（《汉金》卷六）	整理者案：东汉和帝永元六年为94年，器物年代为东汉。	
148	兵器铭文	鐖	永元六年弩鐖（一）	永元六年，考工所造八石鐖郭，工吴孟作，造工王山，大仆监右工掾闾、令伦、 丞诗、掾宕、史旦主。（《文物》1975.11）	徐按:此鐵与《永元五年弩譏》的原报告均在“錢”后断句，将“郭工”连续，误。 详见本书第二章。整理者案：徐按所谓“本书”，即《汉代铜器铭文综合研究》。下 同。又东汉和帝永元六年为94年，器物时代为东汉。	
148	兵器铭文	鐖	永元六年弩鐖（二）	永元六年，考工所造六石六钱，郭工田孙作，造工王山，大仆监工掾口、令恭、 丞霸、掾珍、史咸主。（《考古与文物》1989.6）	徐按:拓本不清。疑“六钱”为“鐡”之误释。“郭”当属前读；原报告在“大仆 监工”后断句，误；原报告将“掾口令恭丞霸掾珍史咸主”连续，亦误。整理者案：王 卉《汉代铜器铭文汇总》未录此篇。又东汉和帝永元六年为94年，器物时代为 东汉。	
148	兵器铭文	鐖	永元七年鐖	永元七年，考工所造六石璣郭，工宁仲作，大仆监工橡崇、令恭、丞商、橡闰、史 珍主。（《汉金》卷六）	整理者案：“宁”字上，《中国书法全集》第九册页51图39似有一字，模糊不可 辨认。“监工”二字，《中国书法全集》作“右工”，当据改。又东汉和帝永元七年为 95年，器物年代为东汉。	
148	兵器铭文	鐖	永元八年弩鐖	永元八年，考工所造四石鐖郭，工鲁少作，造工王小，大仆监右工掾湛、令恭、 丞商、掾闰、史珍主。（《双剑誃吉金图录》卷下）	整理者案：东汉和帝永元八年为96年，器物年代为东汉。	
148	兵器铭文	鐖	永元八年弩鐖（补）	永元八年，考工所造四石璣郭，工齐一王作，造工王川，大仆监右工口口湛、令 恭、丞商、祿闰、史珍口。（《陇右文博》2003.20	整理者案：据秦凤鹤《甘肃出土先秦两汉青铜器铭文整理与研究》？172所录 补。又东汉和帝永元八年为96年，器物时代为东汉。	
148	兵器铭文	鐖	永元八年考工弩鐖（补）	永元八年，考工口造四石鐖郭，工朱平作，造工苏威，大仆监右工祿湛、令恭、丞商、掾闰、史珍主。	整理者案：据《贞松堂集古遗文》卷十六补。又东汉和帝永元八年为96年，器 物时代为东汉。	
149	兵器铭文	鐖	永元八年铜官弩鐖	永元八年，河东铜官所造四石璣郭，工解伯作，造工尹少监，掾李浮、守丞王 国、橡将口、史口主。（《安徽通志金石古物考稿》第十六册）	徐按:原书“作”误释为“佐”。整理者案：王卉《汉代铜器铭文汇总》本篇自 《小校》卷14^16录文，“将口”作“程渡”、“史口主”作“史櫟”。《贞松堂集古遗 文》卷十六《历代著录吉金目》页1048上栏“少监”作“ 口口”，“史口”作“史徐 阊”。又东汉和帝永元八年为96年，器物时代为东汉。	
149	兵器铭文	鐖	永元弩机（补）	(释阙）。	整理者案：据《历代著录吉金目》页1041上栏补。原题注：“铭文约十字。”永 元为东汉和帝年号，故此器属于东汉物。	
149	兵器铭文	鐖	元兴元年鐖	元兴元年癸卯造七石鐖郭，工史从作，大仆监右工祿让、令修、丞诗、祿浮。置 二十。（《汉金》卷六）	整理者案：亦见《陶斋吉金录》卷七，题作“汉元兴机”。又元兴为东汉和帝年 号（元兴元年为105年），此为东汉物。	
149	兵器铭文	鐖	元兴元年中尚方十石弩机（补）	元兴元年六月二日诏书造口石鐖郭，工口口口彭丞监口口口口口口口口口口 十石。中尚方监作。	整理者案：据《历代著录吉金目》页1048下栏补。又东汉和帝元兴元年为105 年，器物时代为东汉。	
149	兵器铭文	鐖	延平元年中尚方弩璣（补）	四石中尚方监作。（郭面上端）延平元年甲申诏书造四石机，郭工锻钜、令磐、 丞选、掾轶由口尚方令印、虎贲猛别监作。（郭匣左侧）（《文物春秋》2001 4？63）	整理者案：延平为东汉殇帝年号（延平元年为106年），此为东汉物。	
149	兵器铭文	鐖	永初二年中尚方弩鐖（补）	六石中尚方监作。（郭面上端）永初二年戊申诏书造六石机，工锻、工山、令 磬、丞选、橡轶由口虎贲猛别监作。（郭匣左侧“《文物春秋》2001彳％〗）	整理者案：永初为东汉安帝年号（永初二年为108年），此为东汉物。	
150	兵器铭文	鐖	永初三年鐖	永初三年口月，右将谭君造口石鐵郭，工茅仲作，0循、丞斿、掾口、图广主。(《汉金》卷六）	整理者案：亦见《陶斋吉金录》卷七，题作“汉永初机”。《历代著录吉金目》页 1044上栏无“茅仲作”之“作”字。王卉《汉代铜器铭文汇总》未释“丞斿”之“斿” 字。又永初为东汉安帝年号（永初三年为109年），此为东汉物。	
150	兵器铭文	鐖	元初二年鐖	元初二年四月造作偿边发八石璣郭，千八百廿四具辈，工史伯，令福、丞游、掾 俊、史种虎晋猛别监。县虎。八石中尚方监作。张元延。（《汉金》卷六）	徐按：第一段末尾不知所云，拓本不清，无法确释。整理者案：此器出土地未 详。本篇亦见《金文续编》。《贞松堂集古遗文》卷十六、《金文续编》所录“史伯令 福”作“史口口口”，“掾俊”作“掾口”，“晋猛别监”作“口口口监”。《金文续编》 《历代著录吉金目》页1050上、下栏所录，下条“县虎”至“张元延”十二字在上条 “元初二年”上，“别监”下有“仲二”二字。《秦汉金文汇编》上编下条铭文“县虎” 至“张元延”十二字亦在“元初二年”上。王卉《汉代铜器铭文汇总》“晋猛”作“竟 猛”，“县虎”下未断开，且有“仲二”二字。又案：第一条铭文“楼边”二字，《中国书 法全集》第九册页51图40作“赏边”，“千八百”作“千四百”，“史种虎晋猛别监” 作“史神虎晋猛利监”，诸家皆误。又元初为东汉安帝年号（元初二年为115年	
150	兵器铭文	鐖	元初二年中尚方八石弩机（补）	元初二年四月造作偿边发六石鐵郭，千八百廿四具辈，工口山，令福、丞斿、掾 俊、史神虎竟猛别监。六石中尚方监作。	整理者案：据《历代著录吉金目》页1049下栏、页1050上栏补。铭文但有“六 石”，篇题却言“八石”，题误。又东汉安帝元初二年为115年，器物时代为东汉。	
150	兵器铭文	鐖	元初弩机（补）	(释阙）。	整理者案：据《历代著录吉金目》页丨〇45上栏补。原题注：“铭文约三十字。” 又器物时代为东汉。	
151	兵器铭文	鐖	建光元年鐖	建光元年八111六日，书言府作六石纖郭，工陈尚，令穆、丞牧、口口诗、史广主。（《汉金》卷六）	"徐按:“光”容氏误释为“元""。详见本书第二章。整理者案：《贞松堂集古遗 文续编》卷下“尚”作“常”，“牧”作“放”，“ 口口诗”作“椽诗”，“广主”下还有“第 廿二”三字。又建光为东汉安帝年号（建光元年为121年），此为东汉物。"	
151	兵器铭文	鐖	建光元年弩鐖	建光元年八月六日，书言府作六石璣郭,工陈常、令穆、丞放、掾诗、史广主。 第廿二。（《贞松堂集古遗文续编》卷下）	徐按：以上二鐵铭文极似，“陈尚”、“陈常”，“丞牧”、“丞放”，可能分别为一 人。整理者案：东汉安帝建光元年为丨21年，器物年代为东汉。	
151	兵器铭文	鐖	建光元年书言府四石弩机（补）	建光元年八月六日，书言府作四石弩鐖郭，工李都口口丞口口口口口。	整理者案：据《历代著录吉金目》页1044下栏补。又东汉安帝建光元年为121 年，器物年代为东汉。	
151	兵器铭文	鐖	延光弩机款（补）	延光元年四月，中承太仆监掾训至。（郭左）戊。（郭底）内工。	整理者案：据《八琼室金石补正》卷三补。又延光为东汉安帝年号（延光元年 为122年），此为东汉物。	
151	兵器铭文	鐖	延光三年鐖（补）	延光三年闰月，书言府作六石璣郭，工锻贤、令历，守丞躬、乘钜，史训主，第廿六。（《小校》卷	整理者案：据王卉《汉代铜器铭文汇总》补。《金石综例》卷二曰：“曰延光三 年闰月，按是年闰十月而言闰月者，举闰则月可知，此《春秋》书闰月之例。”又延光 为东汉安帝年号（延光三年为124年），此为东汉物。	
151	兵器铭文	鐖	延光三年书言府弩机（补）	延光三年闰月，书言府作六石璣郭,工锻贤、令历、守丞躬、乘钜、史训主。第 廿九。	整理者案：据《历代著录吉金目》页1045下栏补。又东汉安帝延光三年为124 年，器物时代为东汉。	
151	兵器铭文	鐖	延光三年鐖（补）	延光三年闰月，书言府作六石璣，郭工锻贤、令磨，守丞射，乘钜，史训主。	"整理者案：据《历代钟鼎弈器款识》卷二十补。篇题，《宣和博古图》卷二十七、《积古斋钟鼎弈器款识》卷十、《历代著录吉金目》页1044上下栏作“书言府弩 机”，《金索》卷二作“延光弩蟣”。铭文“磨”，《宣和博古图》作“历”。铭文“射""， 《宣和博古图》《积古斋》作“躬”，《金索》作“殷”。又东汉安帝延光三年为124 年，器物时代为东汉。"	
152	兵器铭文	鐖	延光四年鐖	延光四年。大仆。（《汉金》卷六）	整理者案：本篇亦见《金文续编》。东汉安帝延光四年为125年，器物时代为 东汉。	
152	兵器铭文	鐖	永建二年弩机（补）	永建二年考工所。	整理者案：据《历代著录吉金目》页1040下栏补。又永建为东汉顺帝年号（永 建二年为127年），故此器为东汉物。	
152	兵器铭文	鐖	永和二年鐖	永和二年五月，书言府作四石鐖郭，工史斋，令肃、史开主。（《汉金》卷六）	整理者案：本篇亦见《金文续编》，铭文末注曰：“牙内有字不可辨。”《贞松堂 集古遗文》卷十六本篇题作“书言府弩鐡”，铭文“斋”作“齐”。《历代著录吉金 目》页1043上栏本篇题作“永和弩机”，铭文“斋”亦作“齐”。又永和为东汉顺帝 年号（永和二年为137年），此为东汉物。	
152	兵器铭文	鐖	书言府四石弩机（补）	永和二年五月，书言府作四石璣郭，工史齐，令肃、史开主。刑苛。	整理者案：据《历代著录吉金目》页1043下栏补。王卉《汉代铜器铭文汇总》 录本篇“齐”作“斋”。又东汉顺帝永和二年为丨37年，器物时代为东汉。	
152	兵器铭文	鐖	永和弩机（补）	永和口年七月，书言府作口石璣口口口口口口口口口口史开主。	整理者案：据《历代著录吉金目》页1043下栏补。又永和为东汉顺帝年号，器 物时代为东汉。	
152	兵器铭文	鐖	汉安元年弩鐖	汉安元年三月，书言府作偿乙两四石璣郭,工锻文、令掾、丞巡卅口苏史放主 临掾口。（《贞松堂集古遗文续编》卷下）	整理者案：汉安为东汉顺帝年号（汉安元年为142年），此为东汉物。又“临”疑“监”之误。	
153	兵器铭文	鐖	汉安口年弩机（补）	汉安口年弄。	整理者案：据《历代著录吉金目》页1039下栏补。又汉安为东汉顺帝年号，故 此器为东汉物。	
153	兵器铭文	鐖	永寿二年璣	永寿二年正月己卯，诏书作四石鐖郭，工童广，史忠、掾汜、丞音、令轰监作。考工，四石，掾汜、史宫。王甲。册八。（《汉金》卷六）	整理者案：王弁《汉代铜器铭文汇总》无下条“考工”至“冊八”计十二字。又 《贞松堂集古遗文》卷十六“正月”作“七月”，“丞音”作“丞言”，“掾汜”作二阙文 号，无“冊八”二字。又永寿为东汉桓帝年号（永寿二年为156年），此为东汉物。	
153	兵器铭文	鐖	延熹弩鐖（补）	延熹四年十一月戊午,五年九月丁丑，诏书遣作六石璣郭。工鲁甫、史路肆、 掾乐、锻丞亮、令熹、监掾州明。（在郭左）王廿二。（在郭右）王甲。（在郭底）	整理者案：据《金索》卷二补。原注：“按延熹四年、五年，汉桓帝之十五、十六 年也。盖两奉诏书而作鐡。”又延熹为东汉桓帝年号（四年为161年，五年为162 年），此为东汉物。	
153	兵器铭文	鐖	延熹五年鐖	延熹五年八月，书言府作，丁未诏书，六石鐖郭，工李宾、史忠、掾张汜、丞赵 和、令五尝、大仆监掾郭登监作。（《汉金》卷六）	徐按:“郭登监作”容氏误释为“郭监登作”。整理者案：据文意，“ 丁未诏书” 原似应刻于“书言府作”之上。亦见《陶斋吉金录》卷七，题作“汉延熹机”。《历代 著录吉金目》瓦1049上栏录本篇，题作“延熹弩机”，铭文“郭登监”作“郭监登”。 又东汉桓帝延熹五年为162年，此为东汉物。	
